Chromosome	Start	Stop	Length	Strand	Gene Symbol	CL1-0_Rep-2	20230818_CL1-0_CE_miRNA_Rep1	CL1-5_Rep-1	20230818_CL1-5_CE_miRNA_Rep1	20230823_CL1-0_CE_miRNA_Rep2	CL1-5_Rep-2	CL1-0_Rep-1	20230823_CL1-5_CE_miRNA_Rep2
12	57824620	57824642	22	-	hsa-miR-26a-2-3p	0	278.569	226.274	189.94	277.398	124.603	306.654	170.261
3	37969413	37969435	22	+	hsa-miR-26a-5p	3454.04	7033.27	5268.94	3668.22	6707.45	5669.43	3679.85	3354.28
2	218402692	218402713	21	+	hsa-miR-26b-3p	0	11.9046	0	14.5093	10.1487	0	0	5.58232
2	218402657	218402678	21	+	hsa-miR-26b-5p	1894.15	1738.08	1713.21	904.853	1414.9	1993.65	3066.54	1018.08
19	13836447	13836468	21	-	hsa-miR-27a-3p	4233.98	10343.9	5236.62	7799.41	8458.95	3115.07	3373.2	7830.6
19	13836487	13836509	22	-	hsa-miR-27a-5p	668.524	173.808	1357.64	451.108	178.448	2492.06	613.309	434.026
9	95085505	95085526	21	+	hsa-miR-27b-3p	2785.52	6048.75	8986.29	12650.8	6966.25	6043.24	11039.6	11233
9	95085463	95085485	22	+	hsa-miR-27b-5p	0	9.52372	129.299	23.7425	6.76581	249.206	0	30.7028
3	188688834	188688856	22	+	hsa-miR-28-3p	1114.21	1488.08	4137.57	1138.32	1410.67	1682.14	1839.93	1124.14
3	188688794	188688816	22	+	hsa-miR-28-5p	111.421	35.7139	32.3248	19.7854	27.0632	0	0	15.3514
20	58817626	58817648	22	-	hsa-miR-296-3p	111.421	67.8565	872.77	168.836	67.6581	2055.95	0	154.909
20	58817661	58817682	21	-	hsa-miR-296-5p	222.841	26.1902	355.573	108.16	23.6803	124.603	306.654	61.4056
14	101023832	101023854	22	+	hsa-miR-299-3p	0	1.19046	129.299	368.009	0.845726	186.904	0	441.004
14	101023800	101023822	22	+	hsa-miR-299-5p	222.841	0	193.949	320.524	1.69145	560.713	306.654	228.875
7	130876748	130876770	22	-	hsa-miR-29a-3p	22172.7	60468.5	41796	108532	79784.9	22428.5	13799.4	110759
7	130876786	130876808	22	-	hsa-miR-29a-5p	111.421	30.9521	64.6496	52.7611	38.9034	62.3014	0	50.2409
7	130877507	130877531	24	-	hsa-miR-29b-1-5p	0	160.713	517.197	397.027	205.511	934.521	0	385.878
1	207802492	207802514	22	-	hsa-miR-29b-2-5p	0	8.33325	0	1.31903	8.45726	0	0	4.18674
1	207802450	207802473	23	-	hsa-miR-29b-3p	2896.94	15779.6	3878.98	22922.1	16434.1	1744.44	1839.93	23937.7
1	207801865	207801887	22	-	hsa-miR-29c-3p	2005.57	8670.16	1292.99	5003.07	9797.74	934.521	2146.58	6135.67
1	207801903	207801925	22	-	hsa-miR-29c-5p	0	91.6658	32.3248	63.3133	105.716	0	0	53.0321
17	59151149	59151172	23	-	hsa-miR-301a-3p	111.421	3029.73	581.846	1499.73	2297.84	373.808	1533.27	1687.96
17	59151187	59151209	22	-	hsa-miR-301a-5p	222.841	472.615	646.496	217.64	309.536	249.206	0	261.671
22	21653025	21653048	23	+	hsa-miR-301b-3p	111.421	179.76	0	69.9085	102.333	0	0	77.4547
22	21652990	21653012	22	+	hsa-miR-301b-5p	445.682	49.9995	96.9744	17.1474	24.5261	62.3014	0	11.1646
17	64500817	64500838	21	-	hsa-miR-3064-5p	0	3.57139	32.3248	1.31903	2.53718	0	0	4.88453
17	81125926	81125949	23	+	hsa-miR-3065-3p	0	63.0946	0	6.59514	91.3384	0	0	7.67569
17	81125886	81125909	23	+	hsa-miR-3065-5p	0	142.856	0	10.5522	198.746	0	306.654	12.5602
6	71403554	71403576	22	-	hsa-miR-30a-3p	2562.67	9492.77	96.9744	108.16	7251.26	62.3014	2759.89	84.4326
6	71403595	71403617	22	-	hsa-miR-30a-5p	2785.52	8120.16	258.598	31.6567	5153.01	249.206	3373.2	53.0321
8	134800532	134800554	22	-	hsa-miR-30b-3p	0	8.33325	0	56.7182	5.92008	62.3014	0	41.1696
8	134800570	134800592	22	-	hsa-miR-30b-5p	557.103	1264.27	969.744	2751.49	1233.91	1619.84	1226.62	3247.52
1	40757339	40757361	22	+	hsa-miR-30c-1-3p	0	185.713	161.624	122.67	215.66	249.206	0	115.833
6	71376964	71376986	22	-	hsa-miR-30c-2-3p	334.262	829.754	0	13.1903	564.945	0	613.309	3.48895
1	40757300	40757323	23	+	hsa-miR-30c-5p	668.524	4058.29	355.573	497.274	2648.81	373.808	613.309	517.761
8	134804879	134804901	22	-	hsa-miR-30d-3p	0	98.8086	32.3248	242.701	103.179	186.904	306.654	427.746
8	134804919	134804941	22	-	hsa-miR-30d-5p	668.524	461.9	1519.27	542.121	420.326	685.316	4293.16	515.667
1	40754413	40754435	22	+	hsa-miR-30e-3p	779.944	3092.83	3135.51	1759.58	3458.17	2865.87	919.963	2158.27
1	40754371	40754393	22	+	hsa-miR-30e-5p	445.682	2152.36	484.872	550.035	1718.52	373.808	1226.62	678.95
9	21512158	21512179	21	-	hsa-miR-31-5p	779.944	0	32.3248	0	1.69145	124.603	1226.62	0
1	23044310	23044330	20	+	hsa-miR-3115	0	11.9046	0	6.59514	4.22863	0	0	8.37349
2	189133044	189133066	22	-	hsa-miR-3129-3p	0	58.3328	0	0	64.2752	0	0	0.69779
2	189133082	189133104	22	-	hsa-miR-3129-5p	0	97.6181	0	1.31903	89.647	0	0	0
2	219058725	219058748	23	-	hsa-miR-3131	0	3.57139	0	1.31903	2.53718	0	0	2.09337
3	69049004	69049027	23	-	hsa-miR-3136-5p	0	17.857	64.6496	5.27611	10.9944	0	0	8.37349
4	152489336	152489358	22	-	hsa-miR-3140-3p	0	2.38093	0	6.59514	2.53718	0	0	2.79116
6	27147629	27147654	25	+	hsa-miR-3143	0	10.7142	0	5.27611	11.8402	0	0	4.18674
8	95072925	95072947	22	+	hsa-miR-3150a-5p	111.421	1.19046	0	5.27611	4.22863	0	0	2.09337
10	96064369	96064391	22	-	hsa-miR-3157-5p	0	13.0951	32.3248	21.1044	10.9944	62.3014	0	11.8624
11	66934476	66934498	22	-	hsa-miR-3163	0	2.38093	0	5.27611	0.845726	0	0	3.48895
14	27633246	27633270	24	-	hsa-miR-3171	0	2.38093	0	0	0.845726	0	0	6.28011
14	95137961	95137983	22	-	hsa-miR-3173-5p	0	3.57139	32.3248	2.63806	4.22863	0	0	3.48895
16	2136076	2136095	19	-	hsa-miR-3180	111.421	0	32.3248	9.2332	5.07436	373.808	306.654	4.18674
16	14911281	14911303	22	+	hsa-miR-3180-3p	111.421	7.14279	129.299	13.1903	4.22863	311.507	0	11.1646
16	14911237	14911262	25	+	hsa-miR-3180-5p	0	1.19046	161.624	6.59514	2.53718	186.904	306.654	4.18674
16	83508349	83508366	17	+	hsa-miR-3182	14261.8	71.4279	1745.54	65.9514	54.1265	20248	14106.1	45.3564
20	62064812	62064829	17	+	hsa-miR-3195	11364.9	0	1260.67	1.31903	0	3862.69	11959.5	0
9	109046231	109046253	22	-	hsa-miR-32-3p	0	129.761	129.299	109.479	147.156	124.603	0	144.443
9	109046272	109046294	22	-	hsa-miR-32-5p	111.421	652.375	517.197	646.324	767.919	249.206	0	669.879
22	30731610	30731632	22	+	hsa-miR-3200-3p	0	78.5707	129.299	38.2518	80.344	62.3014	0	39.0763
8	22244975	22244997	22	-	hsa-miR-320a-3p	1894.15	445.234	5398.24	473.531	408.486	9282.91	1533.27	363.549
1	116671787	116671809	22	+	hsa-miR-320b	334.262	13.0951	226.274	5.27611	11.8402	560.713	0	4.88453
18	21683559	21683579	20	+	hsa-miR-320c	222.841	10.7142	96.9744	5.27611	9.30299	373.808	306.654	9.07128
13	40727828	40727847	19	-	hsa-miR-320d	334.262	13.0951	32.3248	1.31903	6.76581	249.206	0	2.09337
14	101025782	101025803	21	+	hsa-miR-323a-3p	222.841	0	96.9744	532.887	0	186.904	0	630.803
14	101056269	101056291	22	+	hsa-miR-323b-3p	222.841	1.19046	64.6496	164.879	0	124.603	0	161.887
17	7223308	7223331	23	-	hsa-miR-324-3p	445.682	298.807	840.445	131.903	186.905	1308.33	0	116.531
17	7223343	7223365	22	-	hsa-miR-324-5p	334.262	163.094	193.949	73.8656	126.859	436.11	306.654	77.4547
11	75335108	75335128	20	-	hsa-miR-326	0	5.95232	0	1.31903	2.53718	124.603	0	2.09337
16	67202327	67202349	22	-	hsa-miR-328-3p	0	19.0474	161.624	42.2089	19.4517	498.411	0	20.9337
14	101026834	101026856	22	+	hsa-miR-329-3p	111.421	0	32.3248	81.7797	0	0	0	72.5702
14	101026797	101026820	23	+	hsa-miR-329-5p	0	0	0	3.95708	0	62.3014	0	6.28011
19	45639009	45639032	23	-	hsa-miR-330-3p	0	11.9046	0	3.95708	21.1432	0	306.654	4.88453
19	45639049	45639071	22	-	hsa-miR-330-5p	111.421	36.9044	0	19.7854	22.8346	124.603	0	15.3514
12	95308480	95308501	21	+	hsa-miR-331-3p	222.841	105.951	161.624	142.455	82.8812	186.904	306.654	115.135
12	95308445	95308467	22	+	hsa-miR-331-5p	0	5.95232	32.3248	19.7854	9.30299	124.603	0	13.9558
7	130496162	130496184	22	+	hsa-miR-335-3p	0	19.0474	96.9744	79.1417	26.2175	186.904	0	73.268
7	130496126	130496149	23	+	hsa-miR-335-5p	111.421	357.139	905.094	1578.88	400.874	809.918	0	1295.8
14	100874553	100874575	22	+	hsa-miR-337-3p	111.421	0	0	68.5895	0	0	0	78.8503
14	100874515	100874536	21	+	hsa-miR-337-5p	557.103	0	258.598	572.458	0	186.904	0	475.893
17	81125887	81125909	22	-	hsa-miR-338-3p	0	334.521	0	1.31903	312.073	0	0	2.09337
7	1022955	1022978	23	-	hsa-miR-339-3p	0	95.2372	323.248	170.155	114.173	685.316	306.654	153.514
7	1022990	1023013	23	-	hsa-miR-339-5p	334.262	538.09	2230.41	755.803	559.871	4174.19	306.654	697.093
22	41900989	41901011	22	+	hsa-miR-33a-3p	0	99.999	0	29.0186	70.1953	0	0	38.3785
22	41900949	41900970	21	+	hsa-miR-33a-5p	222.841	613.089	226.274	180.707	839.806	311.507	0	180.03
17	17813857	17813879	22	-	hsa-miR-33b-3p	0	14.2856	96.9744	7.91417	5.07436	62.3014	0	12.5602
17	17813897	17813917	20	-	hsa-miR-33b-5p	0	14.2856	32.3248	7.91417	16.0688	0	0	9.07128
5	180015319	180015341	22	-	hsa-miR-340-3p	0	5.95232	32.3248	6.59514	12.6859	0	0	5.58232
5	180015361	180015383	22	-	hsa-miR-340-5p	111.421	3359.49	549.522	2622.23	3801.54	560.713	306.654	3713.64
14	100109715	100109738	23	+	hsa-miR-342-3p	779.944	382.139	1131.37	141.136	279.935	1744.44	1226.62	104.669
14	100307876	100307898	22	+	hsa-miR-345-5p	222.841	70.2374	96.9744	59.3563	57.5094	436.11	306.654	59.3122
10	86264747	86264770	23	-	hsa-miR-346	0	2.38093	0	0	5.92008	0	0	0.69779
1	9151693	9151715	22	-	hsa-miR-34a-3p	0	0	0	10.5522	0	62.3014	0	6.28011
1	9151735	9151757	22	-	hsa-miR-34a-5p	2896.94	2.38093	258.598	836.264	5.92008	311.507	919.963	794.086
11	111513451	111513474	23	+	hsa-miR-34c-5p	0	0	96.9744	141.136	0	124.603	306.654	125.602
1	33332405	33332428	23	-	hsa-miR-3605-3p	0	2.38093	0	31.6567	3.3829	124.603	0	28.6094
X	85903641	85903664	23	-	hsa-miR-361-3p	0	139.284	226.274	87.0559	139.545	186.904	0	96.2951
X	85903681	85903703	22	-	hsa-miR-361-5p	334.262	2135.69	3329.45	1873.02	2063.57	1308.33	613.309	1433.26
10	35079609	35079630	21	-	hsa-miR-3611	0	11.9046	0	9.2332	18.606	0	0	4.18674
13	49996426	49996450	24	-	hsa-miR-3613-3p	0	1.19046	0	7.91417	1.69145	62.3014	0	3.48895
13	49996465	49996487	22	-	hsa-miR-3613-5p	111.421	202.379	0	142.455	187.751	0	0	166.074
X	50009005	50009027	22	+	hsa-miR-362-3p	0	102.38	64.6496	42.2089	90.4927	0	306.654	60.01
X	50008968	50008992	24	+	hsa-miR-362-5p	0	146.427	161.624	135.86	134.47	62.3014	306.654	90.015
9	137169236	137169256	20	-	hsa-miR-3621	668.524	0	452.547	7.91417	0.845726	685.316	306.654	0.69779
X	134169382	134169404	22	-	hsa-miR-363-3p	1782.73	10836.8	905.094	327.119	14602.3	498.411	5826.43	269.347
X	134169425	134169447	22	-	hsa-miR-363-5p	557.103	39.2853	0	1.31903	48.2064	0	0	0
9	92292461	92292485	24	-	hsa-miR-3651	1559.89	1.19046	161.624	0	0.845726	0	613.309	0
12	112037627	112037648	21	-	hsa-miR-3657	0	7.14279	0	0	5.92008	0	0	0.69779
16	14309340	14309362	22	+	hsa-miR-365a-3p	0	607.137	129.299	936.51	527.733	436.11	0	734.773
16	14309300	14309323	23	+	hsa-miR-365a-5p	0	2.38093	96.9744	5.27611	0.845726	124.603	306.654	6.9779
17	31575478	31575500	22	+	hsa-miR-365b-3p	111.421	523.805	355.573	832.307	504.053	436.11	306.654	652.434
6	134979355	134979379	24	-	hsa-miR-3662	0	42.8567	0	30.3376	43.132	0	0	43.9608
22	49543401	49543423	22	-	hsa-miR-3667-3p	0	2.38093	0	6.59514	5.07436	62.3014	0	6.9779
2	134127130	134127153	23	+	hsa-miR-3679-5p	0	3.57139	0	0	7.61153	0	306.654	2.09337
4	98997434	98997455	21	+	hsa-miR-3684	0	11.9046	0	3.95708	5.92008	0	0	3.48895
4	159128814	159128836	22	-	hsa-miR-3688-3p	0	8.33325	0	2.63806	16.9145	0	0	2.79116
9	134849494	134849516	22	-	hsa-miR-3689a-3p	0	0	0	3.95708	0	0	0	8.37349
9	134849534	134849556	22	-	hsa-miR-3689a-5p	0	0	1616.24	857.368	0	1370.63	0	1097.62
9	134850206	134850228	22	-	hsa-miR-3689b-5p	0	0	1066.72	879.792	0	1869.04	0	1111.58
9	134850614	134850636	22	-	hsa-miR-3689e	0	0	1389.97	808.564	0	1059.12	0	1080.88
9	134850783	134850805	22	-	hsa-miR-3689f	0	0	4008.28	813.84	0	3301.97	0	1036.22
14	101065641	101065662	21	+	hsa-miR-369-3p	222.841	0	258.598	371.966	0	62.3014	0	429.839
14	101065606	101065628	22	+	hsa-miR-369-5p	0	1.19046	161.624	327.119	0	311.507	0	279.116
14	100911186	100911208	22	+	hsa-miR-370-3p	0	0	1325.32	121.351	0	1183.73	0	103.273
14	100911151	100911173	22	+	hsa-miR-370-5p	0	0	32.3248	17.1474	0	0	0	15.3514
X	74287295	74287317	22	-	hsa-miR-374a-3p	111.421	3948.77	743.47	2680.26	4437.52	498.411	0	3520.35
X	74287325	74287347	22	-	hsa-miR-374a-5p	557.103	5532.09	1260.67	5541.24	6519.7	560.713	613.309	6586.44
X	74218557	74218579	22	-	hsa-miR-374b-3p	0	504.757	323.248	423.408	416.097	124.603	0	415.883
X	74218587	74218609	22	-	hsa-miR-374b-5p	222.841	714.279	711.146	716.232	758.616	249.206	0	711.048
2	219001648	219001670	22	-	hsa-miR-375-3p	222.841	38.0949	32.3248	15.8283	56.6636	186.904	9506.29	7.67569
14	101040118	101040139	21	+	hsa-miR-376a-3p	668.524	2.38093	1292.99	1466.76	0.845726	747.617	0	1507.23
14	101040788	101040810	22	+	hsa-miR-376a-5p	0	0	0	14.5093	0	0	0	9.76907
14	101040497	101040519	22	+	hsa-miR-376b-3p	779.944	0	226.274	739.975	0.845726	809.918	0	840.14
14	101040459	101040481	22	+	hsa-miR-376b-5p	0	0	32.3248	47.485	0	0	0	47.4498
14	101039732	101039753	21	+	hsa-miR-376c-3p	0	1.19046	258.598	1044.67	0.845726	249.206	613.309	805.25
14	101062094	101062116	22	+	hsa-miR-377-3p	0	0	96.9744	69.9085	0.845726	186.904	0	71.8724
5	149732867	149732889	22	+	hsa-miR-378a-3p	1002.79	1149.99	1034.39	373.285	1012.33	1495.23	613.309	323.077
5	149732829	149732851	22	+	hsa-miR-378a-5p	445.682	980.943	484.872	559.268	961.591	560.713	0	406.812
10	130962634	130962659	25	-	hsa-miR-378c	334.262	120.237	0	18.4664	110.79	62.3014	613.309	32.7962
4	5923279	5923299	20	-	hsa-miR-378d	111.421	15.476	32.3248	6.59514	14.3773	0	0	2.79116
14	101022109	101022131	22	+	hsa-miR-379-3p	0	0	0	50.1231	0	0	0	49.5431
14	101022071	101022092	21	+	hsa-miR-379-5p	891.365	1.19046	1196.02	2247.62	5.07436	373.808	0	2685.8
14	101025056	101025078	22	+	hsa-miR-380-3p	0	0	0	22.4235	0	0	0	19.5381
14	101045968	101045990	22	+	hsa-miR-381-3p	111.421	3.57139	4654.77	2264.77	5.92008	1869.04	0	2386.44
14	101054352	101054373	21	+	hsa-miR-382-3p	111.421	0	0	14.5093	0	0	0	13.258
14	101054316	101054338	22	+	hsa-miR-382-5p	1559.89	1.19046	1389.97	958.933	1.69145	1059.12	0	1260.91
22	35335710	35335732	22	+	hsa-miR-3909	0	1.19046	0	3.95708	5.92008	0	0	3.48895
5	171386678	171386699	21	-	hsa-miR-3912-3p	0	1.19046	0	6.59514	2.53718	0	0	6.28011
22	31160062	31160084	22	-	hsa-miR-3928-3p	0	2.38093	32.3248	5.27611	4.22863	124.603	0	15.3514
6	33698191	33698213	22	+	hsa-miR-3934-3p	0	0	64.6496	3.95708	0.845726	0	0	3.48895
19	6416434	6416456	22	-	hsa-miR-3940-3p	0	3.57139	0	1.31903	4.22863	0	0	2.79116
15	35372321	35372343	22	-	hsa-miR-3942-5p	0	5.95232	0	0	5.92008	0	0	2.09337
14	101065346	101065368	22	+	hsa-miR-409-3p	668.524	0	1939.49	1127.77	2.53718	996.823	0	1125.54
14	101065314	101065337	23	+	hsa-miR-409-5p	334.262	1.19046	161.624	116.074	0	62.3014	0	119.322
14	101065961	101065982	21	+	hsa-miR-410-3p	0	0	0	5.27611	0	0	0	6.28011
14	101065925	101065946	21	+	hsa-miR-410-5p	0	0	0	5.27611	0	186.904	0	6.9779
14	101023375	101023397	22	+	hsa-miR-411-3p	0	0	0	7.91417	0	0	0	16.0492
14	101023340	101023361	21	+	hsa-miR-411-5p	668.524	1.19046	775.795	1193.72	1.69145	186.904	306.654	1307.66
14	101065465	101065488	23	+	hsa-miR-412-5p	0	0	0	51.4421	0	0	0	46.752
X	74218392	74218415	23	-	hsa-miR-421	222.841	799.992	711.146	523.654	705.336	498.411	1226.62	679.648
17	30117131	30117154	23	+	hsa-miR-423-3p	1671.31	359.52	3361.78	426.046	288.393	9719.02	613.309	344.708
17	30117095	30117118	23	+	hsa-miR-423-5p	4122.56	665.47	5915.44	788.779	538.727	13394.8	3373.2	589.633
X	134546644	134546665	21	-	hsa-miR-424-3p	0	19.0474	905.094	51.4421	31.2919	2554.36	0	34.1917
X	134546680	134546702	22	-	hsa-miR-424-5p	668.524	535.709	549.522	1197.68	783.142	560.713	613.309	1325.1
3	49020159	49020181	22	-	hsa-miR-425-3p	668.524	520.233	517.197	238.744	396.646	498.411	613.309	242.831
3	49020199	49020222	23	-	hsa-miR-425-5p	2228.41	797.611	1357.64	371.966	607.231	1744.44	3066.54	290.281
1	1169055	1169077	22	+	hsa-miR-429	111.421	3.57139	32.3248	2.63806	2.53718	0	306.654	2.09337
14	100881069	100881091	22	+	hsa-miR-431-3p	0	0	129.299	21.1044	0	0	0	13.258
14	100881026	100881047	21	+	hsa-miR-431-5p	0	0	258.598	84.4178	0	124.603	0	125.602
14	100884496	100884519	23	+	hsa-miR-432-5p	445.682	0	1583.92	688.533	0	1183.73	0	822.695
3	48196572	48196589	17	+	hsa-miR-4443	3676.88	9.52372	258.598	3.95708	12.6859	124.603	3373.2	9.07128
4	52712720	52712742	22	+	hsa-miR-4449	2674.09	0	129.299	0	0.845726	186.904	5213.12	0
4	76573572	76573594	22	+	hsa-miR-4450	0	45.2377	0	0	36.3662	0	0	0
4	163093607	163093627	20	-	hsa-miR-4454	1671.31	15.476	32.3248	2.63806	7.61153	249.206	1839.93	13.9558
5	8460933	8460952	19	+	hsa-miR-4458	0	10.7142	0	5.27611	4.22863	0	0	2.79116
7	102471472	102471494	22	+	hsa-miR-4467	0	2.38093	0	3.95708	1.69145	0	0	2.79116
11	61508599	61508617	18	+	hsa-miR-4488	891.365	4.76186	1002.07	6.59514	0.845726	1308.33	919.963	0.69779
11	118910765	118910782	17	+	hsa-miR-4492	4345.4	5.95232	1422.29	6.59514	0	1432.93	4599.82	1.39558
12	109833350	109833367	17	+	hsa-miR-4497	84791.1	0	5365.92	0	0	13706.3	143821	0
5	55170586	55170608	22	-	hsa-miR-449a	0	121.427	32.3248	11.8713	74.4239	0	0	28.6094
5	55172313	55172338	25	-	hsa-miR-449c-5p	0	8.33325	0	0	1.69145	0	0	2.09337
15	23562107	23562124	17	-	hsa-miR-4508	3231.2	0	1196.02	2.63806	0	747.617	3066.54	1.39558
X	134540358	134540380	22	-	hsa-miR-450a-1-3p	0	13.0951	0	27.6996	10.9944	0	0	18.8403
X	134540529	134540551	22	-	hsa-miR-450a-2-3p	0	7.14279	0	15.8283	5.07436	0	0	6.9779
X	134540393	134540415	22	-	hsa-miR-450a-5p	0	7.14279	0	5.27611	3.3829	0	0	5.58232
X	134540231	134540253	22	-	hsa-miR-450b-5p	0	99.999	129.299	133.222	137.853	249.206	0	150.025
16	2133120	2133137	17	+	hsa-miR-4516	14261.8	7.14279	4816.4	72.5465	2.53718	5544.83	5519.78	7.67569
17	8186948	8186970	22	+	hsa-miR-4521	222.841	14.2856	0	6.59514	14.3773	124.603	613.309	7.67569
17	59137787	59137810	23	-	hsa-miR-454-3p	445.682	1008.32	258.598	418.132	832.194	311.507	0	430.537
17	59137828	59137850	22	-	hsa-miR-454-5p	111.421	72.6184	323.248	54.0801	81.1897	62.3014	0	86.526
9	114209487	114209508	21	+	hsa-miR-455-3p	111.421	39.2853	226.274	196.535	21.9889	373.808	306.654	261.671
9	114209449	114209471	22	+	hsa-miR-455-5p	334.262	279.759	1519.27	1489.18	245.261	2055.95	0	2105.93
8	124821990	124822012	22	+	hsa-miR-4662a-5p	0	1.19046	0	15.8283	1.69145	62.3014	0	16.747
10	72721072	72721094	22	+	hsa-miR-4676-3p	0	1.19046	0	7.91417	3.3829	62.3014	0	2.09337
1	243346225	243346247	22	+	hsa-miR-4677-3p	0	22.6188	0	9.2332	20.2974	0	0	8.37349
19	4445987	4446010	23	+	hsa-miR-4746-5p	0	4.76186	0	3.95708	12.6859	0	0	3.48895
22	40813893	40813914	21	-	hsa-miR-4766-3p	0	14.2856	0	3.95708	11.8402	0	0	11.1646
2	102432336	102432358	22	+	hsa-miR-4772-3p	0	0	64.6496	11.8713	0.845726	0	0	14.6536
2	207754816	207754838	22	+	hsa-miR-4775	0	4.76186	0	1.31903	2.53718	0	0	8.37349
2	127423546	127423569	23	-	hsa-miR-4783-3p	0	8.33325	0	0	11.8402	0	0	0
3	50675130	50675154	24	+	hsa-miR-4787-3p	0	4.76186	96.9744	1.31903	3.3829	0	0	0.69779
3	19314907	19314925	18	-	hsa-miR-4791	0	5.95232	0	3.95708	3.3829	0	0	3.48895
4	7310459	7310481	22	+	hsa-miR-4798-5p	0	0	0	21.1044	0	0	0	22.3293
16	15643301	15643323	22	+	hsa-miR-484	0	14.2856	129.299	9.2332	26.2175	809.918	0	5.58232
14	101055464	101055486	22	+	hsa-miR-485-3p	222.841	0	258.598	282.272	0	186.904	0	217.711
14	101055427	101055449	22	+	hsa-miR-485-5p	0	0	32.3248	5.27611	0	186.904	0	6.28011
8	41660484	41660506	22	-	hsa-miR-486-5p	334.262	0	32.3248	5.27611	0	62.3014	0	4.88453
14	101052494	101052516	22	+	hsa-miR-487a-3p	0	0	32.3248	15.8283	0	0	0	12.5602
14	101052458	101052480	22	+	hsa-miR-487a-5p	0	0	0	1.31903	0	0	0	6.28011
14	101046505	101046527	22	+	hsa-miR-487b-3p	0	0	161.624	224.235	0	124.603	0	202.359
14	101046469	101046491	22	+	hsa-miR-487b-5p	111.421	0	0	14.5093	0	186.904	0	11.8624
1	177029374	177029395	21	-	hsa-miR-488-3p	0	5.95232	0	2.63806	2.53718	0	0	1.39558
9	20716154	20716176	22	+	hsa-miR-491-3p	0	11.9046	0	13.1903	11.8402	0	0	13.9558
9	20716120	20716142	22	+	hsa-miR-491-5p	0	1.19046	64.6496	10.5522	10.1487	249.206	306.654	6.28011
14	100869116	100869138	22	+	hsa-miR-493-3p	0	0	161.624	360.095	0	62.3014	0	433.328
14	100869075	100869097	22	+	hsa-miR-493-5p	0	0	96.9744	325.8	0	373.808	0	371.225
14	101029681	101029703	22	+	hsa-miR-494-3p	334.262	1.19046	258.598	117.393	0	373.808	2146.58	85.1304
14	101033804	101033826	22	+	hsa-miR-495-3p	0	0	32.3248	3.95708	0	62.3014	0	3.48895
14	101033768	101033790	22	+	hsa-miR-495-5p	0	0	32.3248	32.9757	0	62.3014	0	23.7249
14	101060628	101060650	22	+	hsa-miR-496	0	0	0	19.7854	0	0	0	37.6807
17	7017938	7017960	22	-	hsa-miR-497-3p	111.421	1.19046	0	5.27611	2.53718	0	0	1.39558
17	7017979	7018000	21	-	hsa-miR-497-5p	0	55.9518	64.6496	92.332	54.9722	0	0	90.7128
20	34990408	34990429	21	+	hsa-miR-499a-5p	0	15.476	0	11.8713	10.1487	0	0	7.67569
2	75090873	75090895	22	+	hsa-miR-5000-3p	0	11.9046	0	5.27611	15.2231	0	0	11.8624
15	89883987	89884011	24	-	hsa-miR-5009-5p	0	9.52372	0	3.95708	5.07436	0	0	2.09337
X	50008482	50008504	22	+	hsa-miR-500a-3p	0	134.523	581.846	77.8227	143.773	249.206	306.654	100.482
X	50008443	50008466	23	+	hsa-miR-500a-5p	0	14.2856	0	5.27611	15.2231	62.3014	0	6.28011
X	50009772	50009794	22	+	hsa-miR-501-3p	668.524	16.6665	193.949	13.1903	14.3773	124.603	919.963	4.88453
X	50009735	50009757	22	+	hsa-miR-501-5p	111.421	7.14279	0	0	0.845726	124.603	0	0.69779
X	50014649	50014671	22	+	hsa-miR-502-3p	0	46.4281	64.6496	31.6567	49.0521	186.904	306.654	20.2359
X	134546331	134546354	23	-	hsa-miR-503-3p	111.421	7.14279	64.6496	14.5093	7.61153	373.808	0	30.7028
X	134546371	134546394	23	-	hsa-miR-503-5p	668.524	161.903	743.47	506.507	209.74	560.713	0	528.925
X	139924160	139924182	22	-	hsa-miR-505-3p	0	21.4284	32.3248	10.5522	16.9145	0	0	16.0492
1	161227195	161227217	22	+	hsa-miR-5187-5p	0	1.19046	0	1.31903	3.3829	0	0	2.79116
X	50003204	50003226	22	+	hsa-miR-532-3p	0	238.093	452.547	207.087	231.729	747.617	306.654	127.696
X	50003167	50003189	22	+	hsa-miR-532-5p	445.682	3792.82	5592.19	2457.35	4047.64	2678.96	1226.62	2371.09
14	101047369	101047391	22	+	hsa-miR-539-3p	111.421	1.19046	96.9744	308.653	0	0	0	422.861
X	134541364	134541386	22	-	hsa-miR-542-3p	445.682	458.329	64.6496	542.121	630.066	0	0	733.378
X	134541400	134541423	23	-	hsa-miR-542-5p	0	20.2379	32.3248	55.3992	37.2119	0	0	35.5873
14	101032033	101032055	22	+	hsa-miR-543	0	0	0	11.8713	0	62.3014	0	12.5602
14	101048712	101048734	22	+	hsa-miR-544a	0	0	32.3248	2.63806	0	0	0	8.37349
3	124732486	124732508	22	+	hsa-miR-544b	0	3.57139	0	7.91417	1.69145	0	0	7.67569
X	74287126	74287148	22	-	hsa-miR-545-3p	0	16.6665	0	13.1903	10.1487	0	0	7.67569
X	74287164	74287186	22	-	hsa-miR-545-5p	0	29.7616	0	29.0186	24.5261	0	0	39.0763
